movieName;Metascore_w;Author;AuthorHref;Date;Summary;InteractionsYesCount;InteractionsTotalCount;InteractionsThumbUp;InteractionsThumbDown;AbsoluteIncrease;RelativeIncrease
goodfellas;10;MovieGuys;/user/MovieGuys;Sep 15, 2013;"[ ""Goodfellas is a 'true' picture; unlike some mob movies, it doesn't glorify organized crime, per se, it captures it perfectly on-screen."", """", ""The key in the success of Goodfelas is the dialogue. The script is just absolutely amazing. As profane and raw as it is, it really gives you a glimpse of how gangsters actually work and what they actually do. There's no denying the realistic nature of the film and how Scorcese's genius puts this film on the same level as \""The Godfather\"", if not better."", """", ""The characters in this movie are captivating. De Niro's calm, collected character is offset by Pesci's loose cannon, loud-mouthed performance. Pesci definitely deserved the Oscar he won for this role, as he plays a character that is sick, as shown by his actions, yet likable all the same. That just shows what a great actor Pesci is."", """", ""Liotta gets Henry Hill down perfectly. His performance is one of the best in his whole acting career. He is innocent, yet violent; quiet, yet he has a temper at times; calm, yet crazy; his personality contradicts itself throughout the movie, yet this isn't a bad thing. In fact, it makes his character *that* much more interesting to watch."", """", ""Overall, this Oscar Winning, highly acclaimed picture deserves all the hype it gets: it's smart, realistic, and raw. These elements combine to form one of the best Gangster movies ever made. And yes, I think it is even better than \""The Godfather\""."" ]";0;0;0;0;1;0.1111111111111111
the-hangover;10;MovieGuys;/user/MovieGuys;Oct 13, 2013;[];0;0;0;0;1;0.1111111111111111
inception;10;MovieGuys;/user/MovieGuys;Sep 19, 2013;"[ ""Nolan's Inception, as mind-blowing and thought-provoking as it is, is the type of movie you can watch a dozen times and still not completely understand. The films main plot is so complex that you may have to write it down, or draw a diagram, in order to understand it. A math teacher's dream of a movie! The acting is good, and the way it presents itself is astounding. It's amazing how someone dreamed this story up, they must've been a genius."" ]";0;0;0;0;1;0.1111111111111111
the-kids-are-all-right;10;MovieGuys;/user/MovieGuys;Sep 21, 2014;"[ ""The Kids Are All Right isn't just a film that blended family comedy and LGBT movies, it's hysterically funny, witty, and emotional. The screenplay and story are bolstered by amazing, believable performances, and the messages and themes about family values really seem to mean something."" ]";0;0;0;0;1;0.1111111111111111
the-kings-speech;10;MovieGuys;/user/MovieGuys;Sep 19, 2013;"[ ""With Firth's believable stutter and great acting, The King's Speech remains one of the best movies in recent years. Just the execution of such a simple idea at the core is amazing, and Director Tom Hooper is to be credited to the fullest for such a noteworthy film."" ]";1;1;1;0;1;0.1111111111111111
red;10;MovieGuys;/user/MovieGuys;Sep 16, 2013;"[ ""Red delivers the goods (action, explosions, fun,) senior style. It takes a handful of some of Hollywood's best actors and actresses, and throws them in a silly, goofy, CIA-style world full of car chases, bazookas, paranoia, and, of course,  action! And it has Morgan Freeman"" ]";0;0;0;0;1;0.1111111111111111
the-help;10;MovieGuys;/user/MovieGuys;Oct 13, 2013;"[ ""The Help is one of those movies that captures the era of civil rights very accurately, except it's told through the maids and butlers and \""the house help\"". It is very funny at times when it's appropriate, and dramatic and sad when it needs to be. To watch this film, just flip through your movie channels on TV, because it's one of those good movies that's always on."" ]";0;0;0;0;1;0.1111111111111111
moonrise-kingdom;10;MovieGuys;/user/MovieGuys;Sep 18, 2013;"[ ""Moonrise Kingdom is one of those movies that sticks with you or a long time, if not forever. The performances and sweet, quirky themes just leave you feline hint melancholy and a hint of happiness. And it's also fun to watch a critically-acclaimed movie where the lead actor lives behind one of your best friends!"" ]";0;1;0;1;1;0.1111111111111111
12-years-a-slave;10;MovieGuys;/user/MovieGuys;Nov 16, 2013;"[ ""12 Years A Slave is a gripping engrossing film about the era of slavery in America, and how being a free man doesn't matter to slave traders and owners. Chiwetel Ejiofor deserves an Oscar nod for his stunning performance, and many other contenders are in this as well."", """", ""This movie was realistic and engaging at every second. Even the dramatic pauses were worthwhile and definitely not a waste of time. The script inferred and hinted at events rather than just plain saying them, and that was genius."", """", ""Overall, this movie makes you think about morals and ethics of humans. I can't fathom how slave owners could be so ruthless and passive about the whipping, selling, labor, etc. that the slaves had to go through. It's films like these that'll make this part of history never repeat itself again."" ]";5;6;5;1;1;0.1111111111111111
the-dark-knight-rises;10;MovieGuys;/user/MovieGuys;Sep 19, 2013;"[ ""The best installment of the Batman trilogy, The Dark Knight Rises is involving, gripping, and riveting. The story is on par, as well as a great cast new to the series (Tom Hardy, Anne Hathaway, Marion Cotillard, etc.). The movie never lags, and Tom Hardy's Bane comes across as a testosterone-fueled hunk of a man who knows true pain and wants to do justice in his own twisted ways."", """", ""While some may say that the background story of Bane isn't what's in the comics, just stop. Did it fit the movie? Maybe it didn't, because I bet my ass director Christopher Nolan took that into consideration. I bet they did a screen test, and that storyline didn't work. To be honest, it's not that big of a detail and can be easily overlooked, and it didn't do any damage to the story. In fact, it made it *that* much more interesting."" ]";0;0;0;0;1;0.1111111111111111
nightcrawler;10;MovieGuys;/user/MovieGuys;Nov  4, 2014;"[ ""It's hard to believe Nightcrawler was made by first time director Dan Gilroy, because what a movie this is. It's appropriately seedy and eerie; Jake Gyllenhaal gives one of his best performances of his career; and the tone is dead-on accurate in every scene no matter what s happening. The characters are all round and realistic, and the cinematography to die for. If these things don't do it for you, it'll be the pure atmospheric tension of the movie that keeps it going along, scene by scene, building up for a climactic final third. This is one of the best films of the year."" ]";4;5;4;1;1;0.1111111111111111
boyhood;10;MovieGuys;/user/MovieGuys;Aug  2, 2014;"[ ""Boyhood, simply put, is a grand cinematic achievement. It chronicles a boy's life over a 12 year period, and the actor is the same the whole movie (they filmed a couple of scenes every year). This is Linklater's best film, as well as his most ambitious. But, it's not a perfect movie; it doesn't tie up every loose end, it doesn't resolve the same way average Hollywood fare usually does. However, that's not how life works: sometimes it's good, sometimes it's bad, it twists and turns, and not everything comes out the way you wanted it to be. If the movie didn't have flaws, it wouldn't have been as realistic. The movie us touching, and has a hefty emotional payoff. Experience it for yourself; it's well worth it."" ]";5;10;5;5;1;0.1111111111111111
gravity;10;MovieGuys;/user/MovieGuys;Oct 20, 2013;"[ ""There is no other film experience on Earth like Gravity. Which makes sense, keeping in mind the whole movie was located in space, with only the ending scene being on Earth."", """", ""Alfonso Cuaron has struck gold with his masterpiece Gravity. It explores the silence of space where all you can hear are your breaths and your thoughts as you spin around aimlessly. This is usually harmless until a crisis like debris comes into play. From then on, Sandra Bullock puts on an amazing performance which will definitely give her an Oscar nod, and George Clooney is his usual affable self."", """", ""One thing that really defined this movie's greatness was its careful attention to being realistic. From the tears slipping down Sandra Bullock's cheeks actually floating off her face, to the oxygen in her suit depleting at a steady rate, this movie doesn't look over any detail or flaw. Instead, it uses simplicity and directness to flow the movie along. Nothing was that unbelievable in this movie."", """", ""Even though sound was a luxury in this movie, the emotional side of the film was not. Confined to tight spaces, Bullock couldn't really do anything to hide her emotions. She couldn't run anywhere to hide, or walk into a different room. Instead, we all saw and felt what she was going through, and actually cared about what happening to her character."", """", ""Another thing this movie did that was great was switch perspectives of the camera. We went from seeing what was happening from the character's eyes, to a third person view, to a wide camera angle, all in a few seconds. And the best part is, the camera was so fluent and coherent that we didn't even notice that the perspectives were changing until it actually happened. Genius filmmaking."", """", ""I could go on about this things this movie did right, because to be honest I can't think of anything I didn't like in the movie, which is extremely rare. Overall, this is a new kind of cinema experience that cannot be replicated again. (Yes, that was a challenge, directors!) Everyone in the target audience and beyond should see this movie because of its realistic sense of things and its careful attention to detail. The cinematography is beautiful, and the views and perspectives this movie gives are to die for. The emotional core, themes, and moral lessons this movie offers should be soaked up with ease. And the way it draws you into the story and what's happening is truly an amazing feat."" ]";1;3;1;2;1;0.1111111111111111
the-imitation-game;10;MovieGuys;/user/MovieGuys;Jan  1, 2015;"[ ""Well-acted, well-scripted, and with a screenplay to die for, The Imitation Game clocks in at #1 on my list for the best movie of 2014. It engrosses you in the life of mathematician Alan Turing as he tries to break the Enigma Code during WWII, giving you a real character study on the man and his work as well as insight into his internal struggles. Benedict Cumberbatch gives one of his best performances, and Keira Knightley comes up a close second. Go see this film- it will move you."" ]";3;4;3;1;1;0.1111111111111111
joy;10;lukechristiansc;/user/lukechristiansc;Jan 12, 2016;"[ ""This isn't writer-director David O. Russell's best film, but this is not terrible despite it's bland,  but Russell's style is vigorous and Jennifer Lawrence's performance is peppy, together their craftsmanship is splendiferous. Originally Annie Mumolo (\""Bridesmaids\"") wrote the screenplay in 2013, so Russell signed on to direct also he selected to write the script, he didn't re-write the script, he wrote his own screenplay and Mumolo got the story credit and produced the film, for Russell got the soul screenwriting credit. Here's a fact for ya!: Kirsten Wiig almost starred in the film as \""Joy\"" but Lawrence took her place. Jennifer Lawrence stars as Joy Mangano she is the only sensible person in the family, so she's been running around the household most of her life. Things are now complicated, her father Rudy (Robert De Niro) moves backs in to her house after his second marriage has failed, her mom Terry (Virginia Madsen) who is obsessed over soap-operas and watches TV non stop. Joy's ex husband Tony (Edgar Ramirez) lives in the basement pursuing his favorite dream about being a musician, Joy's sister (Dascha  Polanco) who undermines everything she does. Joy's grandma Mimi (Diane Ladd) who's the only one who has confidence in her. Joy has an inspiration for a mop getting it on the market, so she captures the attention of Neil (Bradley Cooper), who runs a brand shopping network called QVC. Tony and her childhood friend Peggy (Elizabeth Rohm) believe in her. Dad's new girlfriend (Isabella Rossellini) invents in her mop, no one thinks she'll achieve any success. Lawrence is wonderful not only she has the star-making is great but so do the chemistry that she, Cooper, De Niro and O.Russell have together, this is the \""Silver-Lining Playbook\"" team's third collaboration together, they all love each other on set you could also tell by Lawrence saying about director David O.Russell  \""I want us to be buried next to each other, I really do.\"" O.Russell's script is bland, but I am wowed by Russell's style also Linus Sandgren's cinematography not to mention Lawrence's star-making and charisma. I also thought that the film shouldn't win best picture, but it's really a good film. Grade A"" ]";1;1;1;0;1;0.1111111111111111
manglehorn;10;lukechristiansc;/user/lukechristiansc;Aug 24, 2015;"[ ""Reviewing Manglehorn is like reviewing a piece of art, it moves you and looking at it's pace is wonderful also  interested at this story about raw, redemption and man who can't get over his long lost love. Writer Paul Logan's dialogue is moving and powerful, the dialogue when Pacino is narrating his own love letters is like listening to Shakespeare in unimaginable ways. Director David Gordon Green manages to put characters in bizarre places were it's actually interesting watching these people in this bizarre world while Green captures raw emotion, merciless honesty but also tenderness. A.J Manglehorn (Pacino) is a reclusive Texas key-maker who spends his days caring for his cat, finding comfort in his job and lamenting for his long lost love. His bank teller Dawn (Holly Hunter) who is interested in him, may drawn him out of his shell. Pacino does his best work in Manglehorn, he is literally on a role he starred in \""Danny Collins\"" and now he starred in this wow. Grade A+"" ]";1;1;1;0;1;0.1111111111111111
inside-out-2015;10;lukechristiansc;/user/lukechristiansc;Jun 21, 2015;"[ ""Pixar's best film yet! They flirt with the idea with emotions and what's going on in someone's head, It's smart and unique. Riley (Kaitlyn Dias) is eleven years old, she loves hockey and she's from Minnesota. Her world turns upside down, when she moves to San Francisco with mom and dad. Riley's emotions led by Joy (Amy Poehler) try to save her from this life changing event; the stress of Riley moving is bringing sadness (Phyllis Smith) to the forefront. Joy and Sadness are far behind Riley's mind, trying to get to headquarters meanwhile, Anger (Lewis Black) Fear (Bill Hader) and Disgust (Mindy Kaling) are struggling without Joy and Sadness. Inside Out gets under my skin in an emotional way, which Pixar does with it's films, it does something different. At the end of the film you will be happy and interested. Grade A+"" ]";1;2;1;1;1;0.1111111111111111
it-follows;10;lukechristiansc;/user/lukechristiansc;May  6, 2015;"[ ""It follows is not that scary but the only thing scary about it is the suspense and the film's message which is: the couple involved will become victims of a sexually transmitted CURSE.. that follows.  The characters are strong including, Maika Monroe who has the best performance through out the film, her character is strong (the best heroine I seen in a horror film). The film is like an  Alfred Hitchcock sex horror film mixed with a John Carpenter's creepy music tone. The music is so thrilling because it's sets the tone towards the emotions. Director David Robert Mitchell script is 'transfixed' and that's what's scary and the direction is so nerculean. Some people say that the 80's theme in this film is original? It's not that clever but it's okay. Grade A-"" ]";1;3;1;2;1;0.1111111111111111
the-babadook;10;lukechristiansc;/user/lukechristiansc;Apr 29, 2015;"[ ""A rumbling sound  Ba-ba  DOOK! DOOK! DOOK! That’s when you know he’s around, You’ll see him when you look. Don’t be afraid of The Babadook!"", """", ""One of my favorite quotes from the film “The Babadook.” A typical horror fan will see the same horror film with jump scares,cliche’d stories. Examples: (‘Ouija’ Annable, Woman in black 2: Angel of Death), their disposable horror films and are the exact same thing; when you watch ‘The Bababook’ you experience a different horror story and writer-director  Jennifer Kent creates the elements very unexpectedly and ‘subtle’ moments. Kent is off to a great career as a filmmaker as her debut is one of the best horror films i’ve seen in years since “The Exorcist”. Essie Davis  acting is horrific and a well acted portrayal of a mother dealing with a child with behavioral issues, also dealing with a monster. Grade A"" ]";2;2;2;0;1;0.1111111111111111
unbroken;10;lukechristiansc;/user/lukechristiansc;Jan  1, 2015;"[ ""I never thought that academy award winner Angelina Jolie can direct a magnificent dark true story into a major motion picture. Jolie directs her second film, however i did not see her first gut-wrenching film \"" In the land of blood and honey\"" but she gets back into the war genre and directs it so beautifully. Her directorial debut was not a success on Metacritic or Rotten Tomatoes also metacritic users but she won awards. But this movie however isn't like her first film, its like the under ratted version of it though. I have been reading the novel of Unbroken (Louie Zamperini's story) but to be honest the story kinda bored me a little bit but it is has it's entertaining moments. Jack O' Connell as Louie is a shockingly good and outstanding performance and so as Miyavi's devilish performance as Wannabe. This film and This true story shocked me and haunted me throughout and it's entertaining vibe and Jolie gives that to the movie goer."" ]";1;2;1;1;1;0.1111111111111111
big-hero-6;10;lukechristiansc;/user/lukechristiansc;Feb 16, 2015;"[ ""From the creators of 'Frozen' and directors Don Hall ('Winnie the pooh')  Chris Williams ('Bolt') comes their astonishing achievement big hero six. This movie has beautiful stunning effects also a great voice performance cast, Ryan Potter as Hiro Daniel Henney as Hiro's big brother and Maya Rudolph as Aunt Cass. The cast is phenomenal! even though i hate kid's humor in animation films, this movie gave me a ton of laughs and some Lol moments. The best part of this movie is Bay max (who perfectly marvelously done) the actor behind Bay max who is voiced by Scott Adsit who is brilliant in this movie. he should win best actor for an oscar nominee. Even though the plot is cliche'd and TJ Miller tries to be funny but he's not funny at all, The effects are wondrously done, the direction from Williams and Hall are outstanding. Grade A+ one of 2014's best films of the year!"" ]";0;0;0;0;1;0.1111111111111111
get-on-up;10;lukechristiansc;/user/lukechristiansc;Sep  2, 2014;"[ ""i just got done watching into the storm an it was off the hook !. for  odd reason i walked up to the door an saw get on up in the middle of the movie i knew it was the film that people needed to see to learn why music has its legend James Brown an how that brown inspired popular singers like Ice Cube , Usher an Justin Timberlake. I did not see the beginning of the movie  i only saw the half of the movie. but i understand that i did not need understand james brown as a boy i only needed to know why music has its legend James Brown Basically 42 Chadwick Boseman performance of the legend is probably the new elvis. Awesome Producing from Mick Jagger, Brian Grazer, Tate Taylor. how could i not forget the director of help Mr. Talyor who directed this amazing Musical Picture. Taylor has some dramactic segregation stories like the help which was an amazing movie. But Taylor decides to get back in the game with  drama , Viola Davis again. Grade A+"" ]";0;0;0;0;1;0.1111111111111111
the-hunger-games-mockingjay---part-1;10;lukechristiansc;/user/lukechristiansc;Jan 24, 2015;"[ ""Remember Catching fire the sequel with too much drama then action! then the first one Now we have the defining chapter in the series \""Mockingjay.\"" To be honest i hated the twisted elements in the last, i thought this movie was gonna be like the last with more stupid drama cliche'  but no i was wrong. this movie has intense, entertaining action and interesting elements. Katniss is at District 13, President Coin (Moore) wants her to be the mockingjay defend for herself, peta, her family and District 13. she shatters the games forever, cause President Snow turns society/capital  into a living nightmare. Coin uses Everdeen as a weapon  then Snow ( who is played very well by Donald Sutherland) uses her love Peta against the capital. the plot is definitely interesting and the suspense is pure gold! and i was on the edge of my seat. I definitely enjoyed this movie alot i can't wait part 2. Grade A-  (the reason why i gave an A- is Natalie Dormer's character)."" ]";0;0;0;0;1;0.1111111111111111
jersey-boys;10;lukechristiansc;/user/lukechristiansc;Dec 15, 2014;"[ ""Eastwood  directs genres that can be over ratted that can explain its genre its itself thats what he does in his movies But i never knew that  Dirty Harry himself direct a musical? So i watch this movie it was entertaining in deed the music is good you can dance! thats how fun it was. Acting was superb full of oscar worthy  actor and actress. Eastwood has a very interesting directing thats what i love about him i love acting this man can make anything it would be brilliant"" ]";0;0;0;0;1;0.1111111111111111
dawn-of-the-planet-of-the-apes;10;lukechristiansc;/user/lukechristiansc;Jul 15, 2014;[];3;7;3;4;1;0.1111111111111111
gone-girl;10;lukechristiansc;/user/lukechristiansc;Mar 29, 2015;"[ ""The reason us fans love this movie because it has a \""Alfred Hitchcock\"" vibe. It's steamy, it's sexy, gory and psychotic, all mashed together with mixed emotions. We can all agree that the 'overrated' director David Fincher does that perfectly in his films, in this film fits the bill perfectly. Best-selling author Gillian Flynn's debut as a screenwriter is just chilling and effected craft. We have Ben Affleck playing a desperate dick husband, he tries to make the media and everyone us believe that he did not kill his wife (or had anything else to do with the disappearance).  Rosamund Pike is even slightly better than Affleck's character. Kim Dickens character was really amusing as the detective. Carrie Coon's character \""Margo\""  was had a good comedic presence to the screen, but at times the stuff she says sometimes can be at the wrong time so that's what  i guess. I am not sure if this film is gonna impact Perry's career, but it'll get the guy a better role. Neil Patrick Harris' character  is awkward and lovely at times. But the ending is stupid! Grade A-"" ]";0;1;0;1;1;0.1111111111111111
the-fault-in-our-stars;10;lukechristiansc;/user/lukechristiansc;Nov 29, 2014;"[ ""even though i have not read John Greens soulful book , The movie is worth it the most  by the way i will  read the novel indeed after this. it was kinda weird for Shailene Woodley to do make a romantic love story with her \"" Divergent\"" brother Ansel Elgort but who am i to judge this beautiful movie with this amazing cast with  an oscar winning  cast. there is no grade for this perfection movie"" ]";2;4;2;2;1;0.1111111111111111
the-face-of-love;10;lukechristiansc;/user/lukechristiansc;Nov 29, 2014;"[ ""wow this movie was creepy and a strange its a new kind of love but it was psychological love but i find this movie also Ed Harris performance and Bening's performance as this sad lonely desperate women.  co-writer , director Arie Posin creates characters that are defining a dramatic love able cast."" ]";0;0;0;0;1;0.1111111111111111
heaven-is-for-real;10;lukechristiansc;/user/lukechristiansc;Apr 18, 2014;"[ ""I just came back home after watching this . this movie well is just    really not explainable to say about . this movie took me to another world . It was just powerful , exciting , depressing , and just  touching to the people in this world and above are world."" ]";4;10;4;6;1;0.1111111111111111
oculus;10;lukechristiansc;/user/lukechristiansc;Apr 25, 2014;[];9;15;9;6;1;0.1111111111111111
non-stop-2014;10;lukechristiansc;/user/lukechristiansc;Mar  2, 2014;[];4;5;4;1;1;0.1111111111111111
the-monuments-men;10;lukechristiansc;/user/lukechristiansc;Mar  5, 2014;[];0;0;0;0;1;0.1111111111111111
august-osage-county;10;lukechristiansc;/user/lukechristiansc;Apr 14, 2014;[];0;0;0;0;1;0.1111111111111111
the-secret-life-of-walter-mitty;10;lukechristiansc;/user/lukechristiansc;Mar  5, 2014;[];0;0;0;0;1;0.1111111111111111
anchorman-2-the-legend-continues;10;lukechristiansc;/user/lukechristiansc;Mar  2, 2014;[];0;1;0;1;1;0.1111111111111111
godzilla-2014;10;lukechristiansc;/user/lukechristiansc;May 25, 2014;[];0;2;0;2;1;0.1111111111111111
dallas-buyers-club;10;lukechristiansc;/user/lukechristiansc;Mar  6, 2014;[];0;0;0;0;1;0.1111111111111111
enough-said;10;lukechristiansc;/user/lukechristiansc;Jun 13, 2014;[];0;0;0;0;1;0.1111111111111111
the-spectacular-now;10;lukechristiansc;/user/lukechristiansc;Apr  9, 2015;"[ ""the film captures  the sparkling and electrifying  teen romance in this  modern generation, with heartfelt chemistry that a footlose partyer  Miles Teller has with a nice heartwarming girl Shailene Woodley. Based of the young adult book by: Tim Tharp (which i can't wait to read!), and written by the writers  of \""500 days of summer\"" the films has it magic. It is emotion and intense film. Grade A"" ]";0;0;0;0;1;0.1111111111111111
lee-daniels-the-butler;10;lukechristiansc;/user/lukechristiansc;Mar  6, 2014;"[ ""i love forest whitaker in this great movie .  it tells compasion and  sort of like 12 years of slave .   and it is very great to learn about what its like and see  and feels what its like how someone who live in south had to deal with the way they where treating with ."" ]";0;0;0;0;1;0.1111111111111111
american-hustle;10;lukechristiansc;/user/lukechristiansc;Mar  2, 2014;[];0;1;0;1;1;0.1111111111111111
red-2;10;lukechristiansc;/user/lukechristiansc;Jul 26, 2014;"[ ""I have not seen the first Red  thats ok if i did not see the first one because RED 2 kicks ass. Based on the comic book novel by Warren Ellis  and Cully Hammer i am a fan of Ellis's Work on Dead Space let me skip right to the point. There Back ! Starring Bruce Willis ( Sin City, Die hard ) , Mary Louise Parker , Jhon Malkovich , Helen Mirren, Award Winning Anthony Hopkins ( Hitchcock) , Katherine Zeta Jones , and Byung- hun lee who kick ass in the sequel. very talent actors,actresses. This will Moviegoers and Fans of Spy movies never forget the name\"" RED \"" 10 times better then James Bond movies are old then then today. Grade A+. Even if critics don't like picture watch anyway"" ]";0;0;0;0;1;0.1111111111111111
girl-most-likely;10;lukechristiansc;/user/lukechristiansc;Oct 13, 2014;"[ ""\"" Over ratted , but funny \"".  So far  its over ratted to see kristen wiig trying to kill herself in  a comedy movie and plain out dumb and sad in the beginning .  she is funny in this movie it's kinda movie to have fun while watching and its funny , its dramatic its not stupid its just plain old out FUN !!!!!!!!!!!!!!!!!!!!!!!!!. So for cast is good ( but who is to say  no one is perfect in any movie). What is to the say if this movie deserves an A it's perfect. An if someone is saying that Wiig's performance is better then ' Bridesmaids' ( nothing is better then  Bridesmaid its the queen of comedy....who's to say if it's better  or worse). Grade : PERFECT !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"" ]";0;0;0;0;1;0.1111111111111111
parkland;10;lukechristiansc;/user/lukechristiansc;Mar 28, 2015;"[ ""Okay i find it pretty shocking that critics are picking on the film, this a film is a tearjerker. Okay we all know the JFK assassination story, but this film is dark and mysterious, it is a movie were you think you know what's gonna happen but you really don't.  Grade A"" ]";0;0;0;0;1;0.1111111111111111
frozen-2013;10;lukechristiansc;/user/lukechristiansc;Mar  5, 2014;[];0;2;0;2;1;0.1111111111111111
fast-furious-6;10;lukechristiansc;/user/lukechristiansc;Dec 25, 2014;"[ ""Fast and Furious returns! with the sixth installment in this car explosion epic franchise. I've heard FF5 was good and Justin Lin returns to direct the sequel, this movie is well an entertaining blockbuster with hot girls and big ass lots of it! the villian was thrilling and who couldn't enjoy exploding cars? and  its kinda crazy cause their making another  fast and  furious movie FF7 coming soon"" ]";0;0;0;0;1;0.1111111111111111
the-purge;10;lukechristiansc;/user/lukechristiansc;Mar 11, 2014;"[ ""the purge is one of the best scary movie i seen all year  .  but the child who like the hobo in the house is a idiot because he took his families life in danger and almost got killed but i think its kinda cool killing the purge  crew . but why would all medical services be closed ?"" ]";0;0;0;0;1;0.1111111111111111
the-last-exorcism-part-ii;10;lukechristiansc;/user/lukechristiansc;Jun 14, 2014;"[ ""\"" not scary but thrilling and tempting \"". from producer  eli roth  ( cabin fever ) presents the second part of the the latest exorcism i have not seen the first one yet . i found this movie not scary but very entertaining to the demons super natural force to neil ( ashley bell).Grade A"" ]";0;0;0;0;1;0.1111111111111111
the-call;10;lukechristiansc;/user/lukechristiansc;Mar 15, 2014;[];0;0;0;0;1;0.1111111111111111
42;10;lukechristiansc;/user/lukechristiansc;Mar  7, 2014;[];0;0;0;0;1;0.1111111111111111
the-great-gatsby;10;lukechristiansc;/user/lukechristiansc;Aug  2, 2015;"[ ""Another adaptation of Fitzgerald's pièce de résistance novel also the second film adaptation of 1974 film. I haven't read the novel, but what I've heard about this is this movie is that it stays true to the novel, which fans of the novel will love about this movie but what people are worried about is director Baz Luhrmann distracting the viewers with too much eye candy and not making it more realistic also you don't buy the fact it's the 20's it has a terrible pop culture style if the movie didn't to much Jay Z music it could be more realistic. The cast is selling it, we actually get to know these characters and do a good job. Luhrmann does screw up the realism but it's a fun ravishing movie with great clothing design and intoxicating breathless party scenes and brainy dialogue. Screenwriter Craig Pearce and Baz Luhrmann (whom Luhrmann wrote the script) do a pretty astonishing job writing 20's brainy dialogue and a having dreamlike quality to the film. DiCaprio and Carey Mulligan have some okay  \""Romeo and Juliet\"" chemistry also Tobey Maguire was great too as the narrorator also a loyal friend to Gastby. A Midwestern war veteran finds himself drawn to the past and lifestyle of his millionaire neighbor.  Grade A"" ]";0;0;0;0;1;0.1111111111111111
world-war-z;10;lukechristiansc;/user/lukechristiansc;Mar 11, 2014;[];0;0;0;0;1;0.1111111111111111
silver-linings-playbook;10;lukechristiansc;/user/lukechristiansc;Apr  7, 2014;[];0;0;0;0;1;0.1111111111111111
the-expendables-2;10;lukechristiansc;/user/lukechristiansc;Sep  1, 2014;"[ ""\""one of the bad ass most fun violent movie ever \"". I have not seen Stallone's The first expendables but  characters have not changed a bit Crews Still Bad ass when it comes to his favorite Machine Gun , Statham"", ""as lee an Barnie's side kick is great  as normal , **** crazy good , and Stallone 100x times better as good also Willis great introducing Van Damme as the lead villian awesome , stunning Hemsworth as billy not impressive in the movie his skills as fighting/killing not good just plan sucks get a good actor to play him. Grade A"" ]";0;0;0;0;1;0.1111111111111111
project-x;10;lukechristiansc;/user/lukechristiansc;Feb 14, 2015;"[ ""who wouldn't like a movie that has teenagers partying the night of their lives? especially when it has gone wrong. The reason i saw this movie is cause i want to see a movie that no one has ever done before! and Project X is perfect example. The second reason i thought this movie was gonna be great is because Todd Phillips the director of 'The Hangover' is producing this film. this movie is about  a terrible friend/perv Costa (Oliver Cooper........who looks like Shia LeBouf's stunt double) tries to a good deed by throwing a massive party for his friend Thomas, by doing terrible things such as  drugs, sex and crazy stuff. This isn't a good movie it's a **** insane and spectacular movie! But this movie is making a bad example for teenagers. My Grade A-"" ]";0;0;0;0;1;0.1111111111111111
the-adventures-of-tintin;10;lukechristiansc;/user/lukechristiansc;Mar  7, 2014;[];1;1;1;0;1;0.1111111111111111
midnight-in-paris;10;lukechristiansc;/user/lukechristiansc;Sep 22, 2014;"[ ""( as you can see i am not that a romantic guy but i love Woody Allen movies.) Midnight in paris is obviously a romantic story but i did not understand what was happening in the film where Owen Wilson is having a real past fantasy in 1800's or did he just wanted to get advice from his writing (or find a way to leave his fiance Rachael McAdam's with the past lover he has been waiting for.) A really great story also a really place to shoot the movie in Paris from Mr. Allen also a cast to die for in a romantic place. The Cast is superb in Paris Owen Wilson he plays a struggling writer just my kinda guy for this role, Rachael McAdams plays a his  fiance which is well played  i think it wasn't the best character for her to play basically she waited for Wilson's character to do something romantic but it never showed which sucked for her. (By the way how did woody allen get academy award winner Kathy Bates to be in his film ?."", ""Grade A maybe an A-. ( Woody Alien did it again made a romantic film to die for like Blue Jasmine , Manhattan)"" ]";0;0;0;0;1;0.1111111111111111
resident-evil-afterlife;10;lukechristiansc;/user/lukechristiansc;Apr  6, 2014;[];0;0;0;0;1;0.1111111111111111
invictus;10;lukechristiansc;/user/lukechristiansc;Oct 17, 2014;"[ ""Morgan Freeman  has been starring in Clint Eastwood in many films like(  Unforgiven , Million Dollar Baby)  and yet stars again in another  film  by clint eastwood. But in this film  Freeman is at the top his game in playing nelson mandela a role that he was born to play an order to  honor Mandela. All though i never thought that Eastwood's soccer film is not not over ratted its a crowd pleaser. the fact that it is based on a true story its touching ,epic , powerful. the acting is good , the cast is good whats not to like. Grade A+ ( KEEP MAKING GOOD FILMS CLINT !!!!!!!!!!!!!"" ]";0;0;0;0;1;0.1111111111111111
the-princess-and-the-frog;10;lukechristiansc;/user/lukechristiansc;Mar 15, 2014;[];0;0;0;0;1;0.1111111111111111
